Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Risk Rating,Type,Offense,Enforcement,Date Issued,Date Of Conviction,url_entity_full
Tashi's Studio,88 First St  Orangeville ON L9W 3J6,"Aesthetics, Invasive",31-May-2023,location.href = '/Facility/Details/993f833e-b0cb-4ad8-8757-3ee123b4e010' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/993f833e-b0cb-4ad8-8757-3ee123b4e010
The Barber Bunker,9-172 Broadway  Orangeville ON L9W 1K3,"Aesthetics, Non-Invasive",25-Aug-2023,location.href = '/Facility/Details/325b9c78-b3e1-4d76-bc8a-0af41cec27fc' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/325b9c78-b3e1-4d76-bc8a-0af41cec27fc
The Barber Lounge - Guelph,9 Victoria Rd N  Guelph ON N1E 4E7,Barber Shop,19-Jul-2023,location.href = '/Facility/Details/e06e7d66-77b7-4913-a74d-10d3ce6345ca' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/e06e7d66-77b7-4913-a74d-10d3ce6345ca
The Barber Lounge Fergus,169 St Andrew St W  Fergus ON N1M 1L4,Barber Shop,25-Jul-2023,location.href = '/Facility/Details/f6134430-55f5-4210-82d3-aea2e25b985f' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f6134430-55f5-4210-82d3-aea2e25b985f
The Barbershop,B-149 Main St W  Shelburne ON L9V 3K3,Hair Salon,14-Aug-2023,location.href = '/Facility/Details/497c9f2a-03bc-4e3e-ae70-5ed7b74941eb' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/497c9f2a-03bc-4e3e-ae70-5ed7b74941eb
The Beauty Bar By Amber,12-115 Norfolk St  Guelph ON N1H 4J7,"Aesthetics, Non-Invasive",27-Oct-2023,location.href = '/Facility/Details/54639735-f523-4f54-80eb-0be709e6314c' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/54639735-f523-4f54-80eb-0be709e6314c
The Brow Co.,108-1083 Gordon St  Guelph ON N1G 0E3,"Aesthetics, Non-Invasive",14-Jul-2023,location.href = '/Facility/Details/e82bfa6f-057b-429d-9851-224cb374b88c' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/e82bfa6f-057b-429d-9851-224cb374b88c
The Face Society,147 Country Club Dr  Guelph,"Aesthetics, Invasive",,location.href = '/Facility/Details/ef16ff55-a772-48f8-b8b3-543ff83780eb' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/ef16ff55-a772-48f8-b8b3-543ff83780eb
The Fade Spot,3 Wyndham St N  Guelph ON N1H 4E5,Barber Shop,10-Aug-2023,location.href = '/Facility/Details/d96f3348-87db-4ec2-bfb3-e37d451810dd' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/d96f3348-87db-4ec2-bfb3-e37d451810dd
The Hair Lab,68 Broadway  Orangeville ON L9W 1J9,"Aesthetics, Non-Invasive",01-May-2024,location.href = '/Facility/Details/be8c20b4-9d38-4cc4-95a1-7d2261f3f81d' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/be8c20b4-9d38-4cc4-95a1-7d2261f3f81d
The Kings Daughter Center for Kids,68 Suffolk St W  Guelph ON N1H 2J2,Child Care Centre,21-Jul-2023,location.href = '/Facility/Details/7a5fd4af-6147-4f7b-b2d0-4f8ae4b46c31' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/7a5fd4af-6147-4f7b-b2d0-4f8ae4b46c31
The Kings Daughter Center for Kids-Before and After School Program,68 Suffolk St W  Guelph ON N1H 2J2,Before & After School Program,30-Nov-2023,location.href = '/Facility/Details/3a1f7415-0adf-4b69-808f-0c7087e340a6' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/3a1f7415-0adf-4b69-808f-0c7087e340a6
The Lost Tattoo,183 George St  Arthur ON N0G 1A0,Tattooing / Body Piercing,09-Jun-2023,location.href = '/Facility/Details/7b4aab9d-1929-4be1-98f9-c2aa9c19d5a5' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/7b4aab9d-1929-4be1-98f9-c2aa9c19d5a5
The Nail Witch,3 First Ave  Erin ON,"Aesthetics, Non-Invasive",07-Jun-2023,location.href = '/Facility/Details/72b66025-bfed-41ef-b741-b02468eb0e9a' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/72b66025-bfed-41ef-b741-b02468eb0e9a
The Sun Flower Play School Before and After School Program,289 Broadway  Orangeville ON L9W 1L2,Before & After School Program,02-Nov-2023,location.href = '/Facility/Details/74eb9a58-0e6d-4e35-91a7-c0fbd372c66e' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/74eb9a58-0e6d-4e35-91a7-c0fbd372c66e
The Ten Spot,19 Quebec Street  Guelph ON N1H 2T1,"Aesthetics, Non-Invasive",20-Mar-2024,location.href = '/Facility/Details/a8ee05e8-1eb5-4b76-ac67-d3463b669dae' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/a8ee05e8-1eb5-4b76-ac67-d3463b669dae
Third Street Child Care Centre,69 Third St  Orangeville ON L9W 2B3,Child Care Centre,21-Feb-2024,location.href = '/Facility/Details/4a5aff1d-aa41-4641-861c-32fa6a5addf0' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/4a5aff1d-aa41-4641-861c-32fa6a5addf0
This Little Salon,40 Skyway Dr  Guelph ON N1H 6H8,Hair Salon,26-Jun-2023,location.href = '/Facility/Details/396ee2c0-a07d-4847-9ba0-3d76bd788e5b' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/396ee2c0-a07d-4847-9ba0-3d76bd788e5b
Thompson Wellness Clinic,40 Norwich St. E  Guelph,"Aesthetics, Non-Invasive",02-Oct-2023,location.href = '/Facility/Details/1648a320-badd-464a-b349-84fdba2b6be8' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/1648a320-badd-464a-b349-84fdba2b6be8
Tiffani's Nail & Spa,5-860 Tower St S  Fergus ON N1M 3N7,"Aesthetics, Non-Invasive",03-Aug-2023,location.href = '/Facility/Details/b39a6938-e8c9-4087-bba6-f21f41c65fdf' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b39a6938-e8c9-4087-bba6-f21f41c65fdf
Tiffani's Nail & Spa,5-860 Tower St S  Fergus N1M 3N7,"Aesthetics, Non-Invasive",,location.href = '/Facility/Details/dbdbcab4-d749-4fb3-b926-ed99ed48e292' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/dbdbcab4-d749-4fb3-b926-ed99ed48e292
Titina's Hair Design,27 Pine Ridge Dr  Guelph ON N1L 1K3,Hair Salon,27-Mar-2023,location.href = '/Facility/Details/05aaba42-3232-4790-b2d1-4174610d29f0' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/05aaba42-3232-4790-b2d1-4174610d29f0
Top Nails,105 Queen St W  Fergus ON N1M 1T7,"Aesthetics, Non-Invasive",20-Sep-2023,location.href = '/Facility/Details/8e19ba5e-b99b-473b-8b0f-f6dfd30404f0' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/8e19ba5e-b99b-473b-8b0f-f6dfd30404f0
Tosha's Advanced Aesthetics,8238 Wellington Country Rd 18  Fergus ON N1M 2W5,"Aesthetics, Invasive",01-Dec-2023,location.href = '/Facility/Details/b9e98892-f326-48b8-b5a7-bc1c7de71243' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b9e98892-f326-48b8-b5a7-bc1c7de71243
Tower Street Tattoo,170 Tower St N  Fergus ON N1M 2N5,Tattooing / Body Piercing,15-Nov-2023,location.href = '/Facility/Details/747212f2-45c0-4f70-a4cc-94db38b501d6' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/747212f2-45c0-4f70-a4cc-94db38b501d6
Trade Secrets,435 Stone Rd W  Guelph ON N1G,"Aesthetics, Invasive",13-Mar-2024,location.href = '/Facility/Details/b8d7d184-40cc-4bc4-9634-3d380df820c9' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b8d7d184-40cc-4bc4-9634-3d380df820c9
Tranquil Hair and Body Solutions,7-926 Paisley Rd  Guelph ON N1K 1X5,"Aesthetics, Non-Invasive",12-Dec-2023,location.href = '/Facility/Details/bbeeee14-1abd-4ed7-815a-ee33a1fc4f18' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/bbeeee14-1abd-4ed7-815a-ee33a1fc4f18
U of G - Child Care & Learning Centre,20 Arboretum Rd  Guelph ON N1G 4X7,Child Care Centre,24-Jan-2024,location.href = '/Facility/Details/c7cf90f5-920f-4de3-b73a-ef6b84016261' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/c7cf90f5-920f-4de3-b73a-ef6b84016261
Ultimate Skin Care by Kelli,88 Main St  Erin ON N0B 1T0,"Aesthetics, Invasive",07-Dec-2023,location.href = '/Facility/Details/a61457b6-8c5d-4efc-b441-9e8955fde52b' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/a61457b6-8c5d-4efc-b441-9e8955fde52b
Underground Hair Salon Studio,34 First St  Orangeville ON L9W 2E2,"Aesthetics, Invasive",06-Jun-2023,location.href = '/Facility/Details/c5e6626b-c28b-4de8-a16b-0efab9b9f6fe' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/c5e6626b-c28b-4de8-a16b-0efab9b9f6fe
Uniquely Pure,37 Wellington 19  Belwood ON N0B 1J0,Holistic,11-Apr-2024,location.href = '/Facility/Details/1741778e-fb80-4e86-a840-6575a604f055' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/1741778e-fb80-4e86-a840-6575a604f055
Valentini Hair Design,259 Woolwich St  Guelph ON N1H 3V8,"Aesthetics, Non-Invasive",14-Sep-2023,location.href = '/Facility/Details/e58fe05b-cd48-4fd2-9256-2b152c022dcb' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/e58fe05b-cd48-4fd2-9256-2b152c022dcb
Vanity Hair,9376 Halton-Erin TL  Erin ON N0B 1H0,Hair Salon,03-May-2024,location.href = '/Facility/Details/6b257708-e7d3-4e4f-a57e-f67bd1780a16' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/6b257708-e7d3-4e4f-a57e-f67bd1780a16
Victory Kids Club Before and After School Program,135 Exhibition St  Guelph ON N1H 4R4,Before & After School Program,08-Dec-2023,location.href = '/Facility/Details/39e6ae81-509f-45be-989b-820506b19f00' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/39e6ae81-509f-45be-989b-820506b19f00
Vienna Hair Salon and Spa,398 St Andrew St W  Fergus ON N1M 1N9,"Aesthetics, Invasive",24-Aug-2023,location.href = '/Facility/Details/f331f14f-12ec-4ed3-9673-ab4c0700e71c' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f331f14f-12ec-4ed3-9673-ab4c0700e71c
Village Barber (The),115 Geddes St  Elora ON N0B 1S0,Hair Salon,27-Jul-2023,location.href = '/Facility/Details/579f1839-734c-4b46-a8d0-48e8dfec76e1' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/579f1839-734c-4b46-a8d0-48e8dfec76e1
Village Cigar Company and Barbershop Ltd.,67 Norfolk St  Guelph ON N1H 4H8,Barber Shop,20-Jul-2023,location.href = '/Facility/Details/d863c511-7d4d-4c82-ab8a-eb9d26595038' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/d863c511-7d4d-4c82-ab8a-eb9d26595038
Village Hairstyling,165 St David St N  Fergus ON N1M 2J5,Hair Salon,12-Sep-2023,location.href = '/Facility/Details/682ffd28-7ead-4b7c-81e1-84c621cfbdf1' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/682ffd28-7ead-4b7c-81e1-84c621cfbdf1
Village Spa,198 St Andrew St W  Fergus ON N1M 1N7,"Aesthetics, Invasive",30-Jun-2023,location.href = '/Facility/Details/7323d6b2-22aa-49d7-b296-70580f2fe742' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/7323d6b2-22aa-49d7-b296-70580f2fe742
Vito's Barber Shop,19 Fifth Ave  Orangeville ON L9W 3B4,Barber Shop,31-Oct-2023,location.href = '/Facility/Details/8a60f6b6-74d0-4a86-9f4c-7870de652fd3' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/8a60f6b6-74d0-4a86-9f4c-7870de652fd3
Vivian Nails,9 Municipal St  Guelph ON N1G 1G8,"Aesthetics, Non-Invasive",05-Jul-2023,location.href = '/Facility/Details/70df0a99-436e-4eea-936f-8395115cdd93' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/70df0a99-436e-4eea-936f-8395115cdd93
Vivid Hair Studio,111 Owen Sound St  Shelburne ON L0N 1S1,Hair Salon,30-Apr-2024,location.href = '/Facility/Details/f4b6e026-1ea5-4687-b762-6c49e859ca7e' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f4b6e026-1ea5-4687-b762-6c49e859ca7e
Waxonomy Guelph,B-86 Gordon St  Guelph ON N1H 4H6,"Aesthetics, Non-Invasive",20-Apr-2023,location.href = '/Facility/Details/4040a950-00ca-4fe3-acf3-5a8a519df915' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/4040a950-00ca-4fe3-acf3-5a8a519df915
Wellington Early Learning Centre at Taylor Evans Public School,271 Stephanie Dr  Guelph ON N1K 1A1,Child Care Centre,04-Dec-2023,location.href = '/Facility/Details/cab531cb-5d1f-4390-aa1a-fee2c482ad65' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/cab531cb-5d1f-4390-aa1a-fee2c482ad65
Wellington Early Learning Centre Before and After School Program at Taylor Evans Public School,271 Stephanie Dr  Guelph ON N1K 1A1,Before & After School Program,04-Dec-2023,location.href = '/Facility/Details/b65152f3-d953-44e1-93f6-5c93d49729c9' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b65152f3-d953-44e1-93f6-5c93d49729c9
Wellington Place Child Care and Learning Centre,477 Charles Allan Way  Fergus ON N1M 2W3,Child Care Centre,22-Nov-2023,location.href = '/Facility/Details/214c71a9-aa89-4ba2-afc4-d900b04b84d6' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/214c71a9-aa89-4ba2-afc4-d900b04b84d6
Westwood Public School Before and After School Program,495 Willow Rd  Guelph Ontario N1H 7C7,Before & After School Program,13-Aug-2021,location.href = '/Facility/Details/83d4227a-2930-4a8f-afc9-1bccc51cc1d4' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/83d4227a-2930-4a8f-afc9-1bccc51cc1d4
Whistle Stop Co-op Preschool,23 Wellington Rd 46 S  Puslinch ON N1H 6H9,Child Care Centre,17-Nov-2023,location.href = '/Facility/Details/6373f4da-ebd4-4206-8ca2-810c1ef4a047' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/6373f4da-ebd4-4206-8ca2-810c1ef4a047
Willow Road Barbershop,59 Willow Rd  Guelph ON N1H 1W3,Barber Shop,22-Sep-2023,location.href = '/Facility/Details/371cace9-5a93-4890-9ded-e5b6c47ad4f6' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/371cace9-5a93-4890-9ded-e5b6c47ad4f6
Willowdale Child Care and Learning Centre,95 Willow Rd  Guelph ON N1H 1W4,Child Care Centre,27-Sep-2023,location.href = '/Facility/Details/43487788-8ed9-42d8-9a3d-10500c4c1689' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/43487788-8ed9-42d8-9a3d-10500c4c1689
Winnie Duyen Cao Hair Salon & Spa,4-240 Silvercreek Pky N  Guelph ON N1H 1E7,"Aesthetics, Non-Invasive",12-Dec-2023,location.href = '/Facility/Details/b3955510-cba7-4385-b999-7f5b85c4c81e' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b3955510-cba7-4385-b999-7f5b85c4c81e
Woodside Holistic Skin Therapies,15 Surrey street West  Guelph ON,"Aesthetics, Non-Invasive",24-Jan-2024,location.href = '/Facility/Details/4bc85106-7988-4fb3-ae1c-41e4c6447d8c' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/4bc85106-7988-4fb3-ae1c-41e4c6447d8c
Workside ECE Centre,99 Woolwich St  Guelph ON N1H 3T9,Child Care Centre,17-Nov-2023,location.href = '/Facility/Details/5ef21782-bbf1-464e-addd-15fe6c7df33d' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/5ef21782-bbf1-464e-addd-15fe6c7df33d
Yapinky Nails,215 Centennial Rd  Orangeville ON L9W 5K9,"Aesthetics, Non-Invasive",11-Jul-2023,location.href = '/Facility/Details/9e881622-024b-4e9e-a8c0-a50ebc68e5fc' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/9e881622-024b-4e9e-a8c0-a50ebc68e5fc
YMCA of Greater Toronto at Credit Meadows Elementary School,220 Blind Line  Orangeville ON L9W 4V2,Child Care Centre,08-Jun-2023,location.href = '/Facility/Details/e327abcd-a092-4aff-8152-01ffbb85f33c' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/e327abcd-a092-4aff-8152-01ffbb85f33c
YMCA of Greater Toronto at Credit Meadows Elementary School - Before and After School Program,220 Blind Line  Orangeville ON L9W 4V2,Before & After School Program,01-Jun-2023,location.href = '/Facility/Details/81648f6e-ba46-4a21-9a92-1dc738228600' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/81648f6e-ba46-4a21-9a92-1dc738228600
YMCA of Greater Toronto at Jean Hamlyn YMCA Child Care Centre,65 McCarthy St  Orangeville ON L9W 3A3,Child Care Centre,28-Aug-2023,location.href = '/Facility/Details/8875567b-1144-41aa-842b-d41dd0f51bd9' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/8875567b-1144-41aa-842b-d41dd0f51bd9
YMCA of Greater Toronto at Shelburne Centennial Hylands,33 School Rd  Shelburne ON L0N 1S4,Child Care Centre,25-Jul-2023,location.href = '/Facility/Details/480116af-4391-46e5-88db-fbfbf60b4def' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/480116af-4391-46e5-88db-fbfbf60b4def
YMCA of Greater Toronto at St Peter Catholic School,46 Dawson Rd  Orangeville ON L9W 2W3,Child Care Centre,12-Oct-2023,location.href = '/Facility/Details/ceb57c7c-b044-477b-8be1-c30baf14d6c2' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/ceb57c7c-b044-477b-8be1-c30baf14d6c2
YMCA of Greater Toronto Before & After School Program at East Garafraxa,063066 Dufferin County Rd 3  East Garafraxa ON L9W 7J1,Before & After School Program,19-Oct-2023,location.href = '/Facility/Details/41239b9c-d236-4b17-944d-cb857c393611' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/41239b9c-d236-4b17-944d-cb857c393611
YMCA of Greater Toronto Before & After School Program at Laurelwoods,374027 6 Line  Amaranth ON L9W 0M6,Before & After School Program,19-Oct-2023,location.href = '/Facility/Details/58bebefb-466d-48f2-8c87-b1462cd74a6f' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/58bebefb-466d-48f2-8c87-b1462cd74a6f
YMCA of Greater Toronto Before and After School Program at Centennial Hylands Elementary School,35 School Rd  Shelburne ON L9V 3R9,Before & After School Program,04-Oct-2023,location.href = '/Facility/Details/620b9a78-527b-4db3-851d-3051093836cd' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/620b9a78-527b-4db3-851d-3051093836cd
YMCA of Greater Toronto Before and After School Program at Glenbrook Elementary School,300 Fiddle Park Lane  Shelburne ON L9V 3C9,Before & After School Program,04-Oct-2023,location.href = '/Facility/Details/f5af83c9-9e02-4abf-85fd-7b44c1cdc39a' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f5af83c9-9e02-4abf-85fd-7b44c1cdc39a
YMCA of Greater Toronto Before and After School Program at Grand Valley and District Public School,120 Main St  Grand Valley ON L0N 1G0,Before & After School Program,19-Oct-2023,location.href = '/Facility/Details/59c3267a-784a-42ad-a4c7-62a0cfb5681b' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/59c3267a-784a-42ad-a4c7-62a0cfb5681b
YMCA of Greater Toronto Before and After School Program at Mono-Amaranth Public School,246303 Hockley Rd  Mono ON L9W 6K4,Before & After School Program,24-Oct-2023,location.href = '/Facility/Details/95b3d897-9cd1-4e45-a49e-8102af7c43a4' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/95b3d897-9cd1-4e45-a49e-8102af7c43a4
YMCA of Greater Toronto Before and After School Program at Parkinson Centennial Public School,120 Lawrence Ave  Orangeville ON L9W 1S8,Before & After School Program,21-Sep-2023,location.href = '/Facility/Details/07ceb3e3-95b5-4d8a-88d7-ad61e096ab66' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/07ceb3e3-95b5-4d8a-88d7-ad61e096ab66
YMCA of Greater Toronto Before and After School Program at Primrose Elementary School,636064 Prince of Wales Rd  Mulmur ON L9V0B8,Before & After School Program,20-Oct-2023,location.href = '/Facility/Details/a81dcda9-ce90-4837-a057-6c6bdd3ed0d4' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/a81dcda9-ce90-4837-a057-6c6bdd3ed0d4
YMCA of Greater Toronto Before and After School Program at Princess Elizabeth Public School,51 Elizabeth St  Orangeville ON L9W 1C6,Before & After School Program,03-Oct-2023,location.href = '/Facility/Details/5a5e8e13-c354-4839-a27f-a890df665820' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/5a5e8e13-c354-4839-a27f-a890df665820
YMCA of Greater Toronto Before and After School Program at Princess Margaret Public School,51 Wellington St  Orangeville ON L9W 2L6,Before & After School Program,24-Oct-2023,location.href = '/Facility/Details/df8efd5c-ce3b-447f-af96-fd6688c306a4' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/df8efd5c-ce3b-447f-af96-fd6688c306a4
YMCA of Greater Toronto Before and After School Program at Spencer Ave Elementary School,15 Spencer Ave  Orangeville ON L9W 5E6,Before & After School Program,18-Oct-2023,location.href = '/Facility/Details/1dc43418-6fa9-441b-a202-1fd2631a773a' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/1dc43418-6fa9-441b-a202-1fd2631a773a
YMCA of Greater Toronto Before and After School Program at St Andrew Elementary School,50 Meadow Dr  Orangeville ON L9W 4C8,Before & After School Program,03-Oct-2023,location.href = '/Facility/Details/ba4b1f4c-ebc2-481f-856d-4e5739178791' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/ba4b1f4c-ebc2-481f-856d-4e5739178791
YMCA of Greater Toronto Before and After School Program at St Benedict Catholic School,345 Blind Line  Orangeville ON L9W 4X1,Before & After School Program,03-Oct-2023,location.href = '/Facility/Details/e46bbc03-b027-4a51-b42b-433dafb0444e' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/e46bbc03-b027-4a51-b42b-433dafb0444e
YMCA of Three Rivers at Arthur Y Child Care,315 Tucker St  Arthur ON N0G 1A0,Child Care Centre,05-Apr-2024,location.href = '/Facility/Details/a6627e3d-709f-4504-a671-0ebc226d6c44' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/a6627e3d-709f-4504-a671-0ebc226d6c44
YMCA of Three Rivers at Erin Y Child Care,185 Daniel St  Erin ON N0B 1T0,Child Care Centre,11-Jul-2023,location.href = '/Facility/Details/99cd20fc-11c6-47e5-aeb0-8d8422ae4aef' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/99cd20fc-11c6-47e5-aeb0-8d8422ae4aef
YMCA of Three Rivers at Fred A. Hamilton,160 Ironwood Rd  Guelph ON N1G 3R4,Child Care Centre,30-May-2023,location.href = '/Facility/Details/bcd73f84-ed14-4fc3-a9df-5fdfb4f4c829' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/bcd73f84-ed14-4fc3-a9df-5fdfb4f4c829
YMCA of Three Rivers at Jean Little Public School,56 Youngman Dr  Guelph ON N1G 4L2,Child Care Centre,17-Feb-2023,location.href = '/Facility/Details/e34d03ea-7ca2-419e-b3bb-2aa558cf1ce5' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/e34d03ea-7ca2-419e-b3bb-2aa558cf1ce5
YMCA of Three Rivers at Kensington Y Child Care,84 Kensington St  Guelph ON N1E 3P8,Child Care Centre,23-Nov-2023,location.href = '/Facility/Details/73998ec1-a7af-46ac-aa14-b0c8d18d8a4b' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/73998ec1-a7af-46ac-aa14-b0c8d18d8a4b
YMCA of Three Rivers at Rickson Ridge Public School,177 Rickson Ave  Guelph ON N1G 4Y6,Child Care Centre,09-Nov-2023,location.href = '/Facility/Details/b6df3d8a-7100-4dd2-8abf-3aab86def8c1' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b6df3d8a-7100-4dd2-8abf-3aab86def8c1
YMCA of Three Rivers at Sacred Heart,5148 Wellington 27  Rockwood Ontario N0B 2K0,Child Care Centre,31-Jul-2023,location.href = '/Facility/Details/ecb31b98-d9b1-4e9f-90a3-dffc6bbbed8b' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/ecb31b98-d9b1-4e9f-90a3-dffc6bbbed8b
YMCA of Three Rivers at St Michael Catholic School,9 McElderry Rd  Guelph ON N1G 4K2,Child Care Centre,07-Jun-2023,location.href = '/Facility/Details/bf7f636f-ece4-43be-9783-4ea4d7ca0486' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/bf7f636f-ece4-43be-9783-4ea4d7ca0486
